description,hashtag,tag_accounts,description_Emoji,description_Language,description_Translated,clean_text,Hobby,Skincare_Treatment,Work_Event,Fitness,Lifestyle_Health,Shop_Business_Advertisement,Beauty_Makeup,Travel_Celebrations,Food,Life_Happiness,dominant_topic,polarity,neg,neu,pos,compound
The big wag! @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld,#beer #dog #sgdogfestival #dogoftheday #dogsofinstagram #doglife #doggo #dogstagram #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld,@sauravsahu25 @sauravsahusg @sujatha @woofwooftv,,en,The big wag! @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld,  sureshkumar beer  sgdogfestiv dogoftheday dogsofinstagram doglif doggo dogstagram doggi doggystyl beagl beaglesofinstagram beagleworld featur beaglegang beaglelif beaglemania beagleworld,0.01,0.01,0.62,0.01,0.01,0.01,0.01,0.01,0.01,0.29,1,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"Friday is my second favorite F word. Food is my first! Its TGIF!
#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld",#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog #Dogstagram #Petstagram #DogLover #DogOfTheDay #beer #dog #sgdogfestival #dogoftheday #dogsofinstagram #doglife #doggo #dogstagram #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld,@sauravsahu25 @sauravsahusg @sujatha @woofwooftv,,en,"Friday is my second favorite F word. Food is my first! Its TGIF!
#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld",friday second favorit  word food first tgif  dogsofinstagram puppi dog  instadog dogstagram petstagram doglov dogoftheday sureshkumar beer  sgdogfestiv dogoftheday dogsofinstagram doglif doggo dogstagram doggi doggystyl beagl beaglesofinstagram beagleworld featur beaglegang beaglelif beaglemania beagleworld,0.0,0.0,0.0,0.0,0.08,0.0,0.35,0.47,0.0,0.07,4,"{'neg': 0.0, 'neu': 0.907, 'pos': 0.093, 'compound': 0.5106}",0.0,0.907,0.093,0.5106
"Archie on his Otter hunting trip!
#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld",#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog #Dogstagram #Petstagram #DogLover #DogOfTheDay #beer #dog #sgdogfestival #dogoftheday #dogsofinstagram #doglife #doggo #dogstagram #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld,@sauravsahu25 @sauravsahusg @sujatha @woofwooftv,,en,"Archie on his Otter hunting trip!
#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld",archi otter hunt trip  dogsofinstagram puppi dog  instadog dogstagram petstagram doglov dogoftheday sureshkumar beer  sgdogfestiv dogoftheday dogsofinstagram doglif doggo dogstagram doggi doggystyl beagl beaglesofinstagram beagleworld featur beaglegang beaglelif beaglemania beagleworld,0.01,0.01,0.32,0.33,0.01,0.01,0.01,0.01,0.01,0.29,3,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
My first modelling attempt. #amazonsg #amazonpetssg,#amazonsg #amazonpetssg,,,no,My first modelling attempt. #amazonsg #amazonpetssg,first model attempt amazonsg amazonpetssg,0.03,0.03,0.03,0.03,0.38,0.03,0.36,0.03,0.03,0.03,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
When mummy broke the news that British Royal Family prince has been named after me ARCHIE. #amazonsg #amazonpetssg,#amazonsg #amazonpetssg,,,en,When mummy broke the news that British Royal Family prince has been named after me ARCHIE. #amazonsg #amazonpetssg,mummi broke news british royal famili princ name archi amazonsg amazonpetssg,0.5,0.03,0.03,0.03,0.3,0.03,0.03,0.03,0.03,0.03,5,"{'neg': 0.219, 'neu': 0.781, 'pos': 0.0, 'compound': -0.4215}",0.219,0.781,0.0,-0.4215
"Paws got talent - a reality show!
#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld #team #party",#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog #Dogstagram #Petstagram #DogLover #DogOfTheDay #beer #dog #sgdogfestival #dogoftheday #dogsofinstagram #doglife #doggo #dogstagram #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld #team #party,@sauravsahu25 @sauravsahusg @sujatha @woofwooftv,,en,"Paws got talent - a reality show!
#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld #team #party",paw  talent realiti show  dogsofinstagram puppi dog  instadog dogstagram petstagram doglov dogoftheday sureshkumar beer  sgdogfestiv dogoftheday dogsofinstagram doglif doggo dogstagram doggi doggystyl beagl beaglesofinstagram beagleworld featur beaglegang beaglelif beaglemania beagleworld team parti,0.03,0.03,0.22,0.03,0.03,0.03,0.03,0.58,0.03,0.03,4,"{'neg': 0.0, 'neu': 0.917, 'pos': 0.083, 'compound': 0.4215}",0.0,0.917,0.083,0.4215
"Go IKEA must take IKEA bags. Mummy! Here I come. 🤗

#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld
@ikeasingapore @ikea",#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog #Dogstagram #Petstagram #DogLover #DogOfTheDay #beer #dog #sgdogfestival #dogoftheday #dogsofinstagram #doglife #doggo #dogstagram #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld,@sauravsahu25 @sauravsahusg @sujatha @woofwooftv @ikeasingapore @ikea,hugging face,en,"Go IKEA must take IKEA bags. Mummy! Here I come. 

#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld
@ikeasingapore @ikea", ikea must take ikea bag mummi come  dogsofinstagram puppi dog  instadog dogstagram petstagram doglov dogoftheday sureshkumar beer  sgdogfestiv dogoftheday dogsofinstagram doglif doggo dogstagram doggi doggystyl beagl beaglesofinstagram beagleworld featur beaglegang beaglelif beaglemania beagleworld,0.02,0.02,0.62,0.25,0.02,0.02,0.02,0.02,0.02,0.02,1,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"Up up and away!

#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld
#marvel #supermanpunch #superman",#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog #Dogstagram #Petstagram #DogLover #DogOfTheDay #beer #dog #sgdogfestival #dogoftheday #dogsofinstagram #doglife #doggo #dogstagram #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld #marvel #supermanpunch #superman,@sauravsahu25 @sauravsahusg @sujatha @woofwooftv,,en,"Up up and away!

#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld
#marvel #supermanpunch #superman",away  dogsofinstagram puppi dog  instadog dogstagram petstagram doglov dogoftheday sureshkumar beer  sgdogfestiv dogoftheday dogsofinstagram doglif doggo dogstagram doggi doggystyl beagl beaglesofinstagram beagleworld featur beaglegang beaglelif beaglemania beagleworld marvel supermanpunch superma,0.01,0.01,0.89,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1,"{'neg': 0.0, 'neu': 0.912, 'pos': 0.088, 'compound': 0.4215}",0.0,0.912,0.088,0.4215
"Mama... Time off pleas... 
#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld
#dogtraining #training #squats",#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog #Dogstagram #Petstagram #DogLover #DogOfTheDay #beer #dog #sgdogfestival #dogoftheday #dogsofinstagram #doglife #doggo #dogstagram #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld #dogtraining #training #squats,@sauravsahu25 @sauravsahusg @sujatha @woofwooftv,,en,"Mama... Time off pleas... 
#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld
#dogtraining #training #squats",mama time plea  dogsofinstagram puppi dog  instadog dogstagram petstagram doglov dogoftheday sureshkumar beer  sgdogfestiv dogoftheday dogsofinstagram doglif doggo dogstagram doggi doggystyl beagl beaglesofinstagram beagleworld featur beaglegang beaglelif beaglemania beagleworld dogtrain train squat,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"Morning talks with daddy!
#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld",#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog #Dogstagram #Petstagram #DogLover #DogOfTheDay #beer #dog #sgdogfestival #dogoftheday #dogsofinstagram #doglife #doggo #dogstagram #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld,@sauravsahu25 @sauravsahusg @sujatha @woofwooftv,,en,"Morning talks with daddy!
#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld",morn talk daddi  dogsofinstagram puppi dog  instadog dogstagram petstagram doglov dogoftheday sureshkumar beer  sgdogfestiv dogoftheday dogsofinstagram doglif doggo dogstagram doggi doggystyl beagl beaglesofinstagram beagleworld featur beaglegang beaglelif beaglemania beagleworld,0.01,0.01,0.01,0.01,0.01,0.01,0.39,0.51,0.01,0.07,4,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"I am ready to play rugby 🏉
#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld",#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog #Dogstagram #Petstagram #DogLover #DogOfTheDay #beer #dog #sgdogfestival #dogoftheday #dogsofinstagram #doglife #doggo #dogstagram #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld,@sauravsahu25 @sauravsahusg @sujatha @woofwooftv,rugby football,da,"I am ready to play rugby 
#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld",readi play rugbi  dogsofinstagram puppi dog  instadog dogstagram petstagram doglov dogoftheday sureshkumar beer  sgdogfestiv dogoftheday dogsofinstagram doglif doggo dogstagram doggi doggystyl beagl beaglesofinstagram beagleworld featur beaglegang beaglelif beaglemania beagleworld,0.01,0.01,0.01,0.01,0.01,0.01,0.3,0.53,0.01,0.11,4,"{'neg': 0.0, 'neu': 0.921, 'pos': 0.079, 'compound': 0.34}",0.0,0.921,0.079,0.34
Hoomans and work.. hmmpppffff #amazonsg #amazonpetssg @sauravsahusg @sauravsahu25 @sujatha.sureshkumar,#amazonsg #amazonpetssg,@sauravsahusg @sauravsahu25 @sujatha,,et,Hoomans and work.. hmmpppffff #amazonsg #amazonpetssg @sauravsahusg @sauravsahu25 @sujatha.sureshkumar,hooman work hmmpppffff amazonsg amazonpetssg sureshkumar,0.01,0.01,0.01,0.01,0.01,0.01,0.35,0.48,0.01,0.14,4,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
Mission food - target dinning table.,,,,en,Mission food - target dinning table.,mission food target din tabl ,0.0,0.0,0.0,0.0,0.0,0.07,0.39,0.43,0.0,0.09,4,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
Archie's interrogation started on petting other dogs during the trip.,,,,en,Archie's interrogation started on petting other dogs during the trip.,archi  interrog start pet dog trip ,0.01,0.01,0.01,0.01,0.01,0.01,0.37,0.41,0.01,0.14,4,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
You will never walk alone because I'll always be with you 🥰🥰🥰,,,smiling face with hearts,en,You will never walk alone because I'll always be with you ,never walk alon   alway,0.03,0.03,0.54,0.03,0.03,0.03,0.03,0.26,0.03,0.03,1,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"I become Koala bear when it is wet out there!
@sauravsahu25 @sauravsahusg @sujatha.sureshkumar #mom #momlife #momlove #dogstagram #beaglelife",#mom #momlife #momlove #dogstagram #beaglelife,@sauravsahu25 @sauravsahusg @sujatha,,en,"I become Koala bear when it is wet out there!
@sauravsahu25 @sauravsahusg @sujatha.sureshkumar #mom #momlife #momlove #dogstagram #beaglelife",becom koala bear  sureshkumar  momlif momlov dogstagram beaglelif,0.01,0.01,0.01,0.01,0.01,0.01,0.37,0.47,0.01,0.12,4,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"Some serious prayers 🙏
#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld",#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog #Dogstagram #Petstagram #DogLover #DogOfTheDay #beer #dog #sgdogfestival #dogoftheday #dogsofinstagram #doglife #doggo #dogstagram #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld,@sauravsahu25 @sauravsahusg @sujatha @woofwooftv,folded hands,en,"Some serious prayers 
#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld",seriou prayer  dogsofinstagram puppi dog  instadog dogstagram petstagram doglov dogoftheday sureshkumar beer  sgdogfestiv dogoftheday dogsofinstagram doglif doggo dogstagram doggi doggystyl beagl beaglesofinstagram beagleworld featur beaglegang beaglelif beaglemania beagleworld,0.0,0.0,0.2,0.11,0.0,0.0,0.28,0.32,0.04,0.03,4,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
Mummy says I am a geekson. Planning to do phd in psychology of melting humans for food. @sujatha.sureshkumar @sauravsahu25 @sauravsahusg,,@sujatha @sauravsahu25 @sauravsahusg,,en,Mummy says I am a geekson. Planning to do phd in psychology of melting humans for food. @sujatha.sureshkumar @sauravsahu25 @sauravsahusg,mummi say geekson plan  psycholog melt human food sureshkumar,0.01,0.01,0.01,0.01,0.01,0.01,0.36,0.54,0.01,0.06,4,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"@serlinecasacanine 
#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld",#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog #Dogstagram #Petstagram #DogLover #DogOfTheDay #beer #dog #sgdogfestival #dogoftheday #dogsofinstagram #doglife #doggo #dogstagram #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld,@serlinecasacanine @sauravsahu25 @sauravsahusg @sujatha @woofwooftv,,en,"@serlinecasacanine 
#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld",  dogsofinstagram puppi dog  instadog dogstagram petstagram doglov dogoftheday sureshkumar beer  sgdogfestiv dogoftheday dogsofinstagram doglif doggo dogstagram doggi doggystyl beagl beaglesofinstagram beagleworld featur beaglegang beaglelif beaglemania beagleworld,0.01,0.01,0.01,0.01,0.01,0.01,0.31,0.37,0.01,0.26,4,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"Happy days with Brownie! ❤️❤️🥰 @sujatha.sureshkumar
@sauravsahu25 @sauravsahusg #Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld_feature
#goldenpuppys #goldenpuppylove #goldenretriever",#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog #Dogstagram #Petstagram #DogLover #DogOfTheDay #beer #dog #sgdogfestival #dogoftheday #dogsofinstagram #doglife #doggo #dogstagram #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld_feature #goldenpuppys #goldenpuppylove #goldenretriever,@sujatha @sauravsahu25 @sauravsahusg @sauravsahu25 @sauravsahusg @sujatha @woofwooftv,"smiling face with hearts, red heart",en,"Happy days with Brownie!  @sujatha.sureshkumar
@sauravsahu25 @sauravsahusg #Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld_feature
#goldenpuppys #goldenpuppylove #goldenretriever",happi day browni sureshkumar  dogsofinstagram puppi dog  instadog dogstagram petstagram doglov dogoftheday sureshkumar beer  sgdogfestiv dogoftheday dogsofinstagram doglif doggo dogstagram doggi doggystyl beagl beaglesofinstagram beagleworld featur beaglegang beaglelif beaglemania beagleworld featur goldenpuppi goldenpuppylov goldenretriev,0.01,0.01,0.01,0.01,0.01,0.15,0.18,0.42,0.01,0.2,4,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"A beagle way of stay hungry, stay foolish! 
@sujatha.sureshkumar @sauravsahu25 @apple #apple #ipadpro
#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld_feature",#apple #ipadpro #Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog #Dogstagram #Petstagram #DogLover #DogOfTheDay #beer #dog #sgdogfestival #dogoftheday #dogsofinstagram #doglife #doggo #dogstagram #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld_feature,@sujatha @sauravsahu25 @apple @sauravsahu25 @sauravsahusg @sujatha @woofwooftv,,en,"A beagle way of stay hungry, stay foolish! 
@sujatha.sureshkumar @sauravsahu25 @apple #apple #ipadpro
#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld_feature",beagl  stay hungri stay foolish sureshkumar appl ipadpro  dogsofinstagram puppi dog  instadog dogstagram petstagram doglov dogoftheday sureshkumar beer  sgdogfestiv dogoftheday dogsofinstagram doglif doggo dogstagram doggi doggystyl beagl beaglesofinstagram beagleworld featur beaglegang beaglelif beaglemania beagleworld featur,0.01,0.01,0.01,0.01,0.01,0.01,0.38,0.51,0.01,0.07,4,"{'neg': 0.058, 'neu': 0.942, 'pos': 0.0, 'compound': -0.2732}",0.058,0.942,0.0,-0.2732
"SOFT BEAGLE , 
WARM BEAGLE , 
LITTLE BALL OF FUR . 
HAPPY BEAGLE , 
SLEEPY BEAGLE , 
GRRR , GRRR , GRRR .
@sauravsahu25 @sauravsahusg @sujatha.sureshkumar",,@sauravsahu25 @sauravsahusg @sujatha,,et,"SOFT BEAGLE , 
WARM BEAGLE , 
LITTLE BALL OF FUR . 
HAPPY BEAGLE , 
SLEEPY BEAGLE , 
GRRR , GRRR , GRRR .
@sauravsahu25 @sauravsahusg @sujatha.sureshkumar",soft beagl warm beagl littl ball  happi beagl sleepi beagl grrr grrr grrr sureshkumar,0.01,0.01,0.01,0.01,0.01,0.01,0.44,0.37,0.01,0.12,6,"{'neg': 0.261, 'neu': 0.621, 'pos': 0.118, 'compound': -0.0772}",0.261,0.621,0.118,-0.0772
