PO_post_type,PO_URL,PO_number_comments,PO_numbr_likes,PO_description,PO_number_view_count,Year,Month
1,https://instagram.fsin14-1.fna.fbcdn.net/v/t51.2885-15/243195610_877428683144501_760081569312175130_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.fsin14-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=vkPJ_syhuJcAX_iiO4K&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjY3MjgxMDk0MjI1MjY0MjExNw%3D%3D.2-ccb7-5&oh=00_AfCIosXmknoiFEN_O5opjhCs4wi1pHtoNiFF8MBrb0zabA&oe=64564556&_nc_sid=6136e7,7,20,"Let us do some work guys.. come on!
#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld
#consulting #teamwork #zoom",0,2021,9
1,https://instagram.fsin14-1.fna.fbcdn.net/v/t51.2885-15/256049795_728199401472382_5108516472813952856_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fsin14-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=AwaQgJW866EAX9FjJTO&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjcwNTgxMzE2Mzc4Njc3OTEyMw%3D%3D.2-ccb7-5&oh=00_AfCRiLkYQIRhdSfCgp-nmZ_1izevTq-eTtNepA5M613uRQ&oe=64559817&_nc_sid=6136e7,2,20,"It's the best feeling when you wake up and it's warm and cozy, and breakfast comes to bed! 
#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld",0,2021,11
1,https://instagram.fsin14-1.fna.fbcdn.net/v/t51.2885-15/152068257_776945173253557_503646320437742446_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.fsin14-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=K0JoF7ZGnkAAX8XfAHy&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjUxMTkwMDk2NDgyODg3NzI2OQ%3D%3D.2-ccb7-5&oh=00_AfDr39Wrt563u-rKDZHav2YrzExgR96e4wUWNQdyIL5R3A&oe=6455DC1C&_nc_sid=6136e7,1,20,"The look I give my hoomans after 6pm.
No way I am going to let them work. @sauravsahu25 @sauravsahusg @sujatha.sureshkumar",0,2021,2
1,https://instagram.fsin14-1.fna.fbcdn.net/v/t51.2885-15/239179496_2192771117688849_9042610064111541993_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.fsin14-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=EA74RLPKXMwAX9VF8sc&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjY0MzAyMjc0MDYzOTI4MDQ5Ng%3D%3D.2-ccb7-5&oh=00_AfCirXnDgq46ydYEqjIoRNO3_mETK9Z_l6ppNwU21kFOgg&oe=64556510&_nc_sid=6136e7,5,19,"Mama, I help you!
#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld",0,2021,8
1,https://instagram.fsin14-2.fna.fbcdn.net/v/t51.2885-15/238554610_879416406318564_2093286081608770153_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fsin14-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=FDL8lR41Np8AX_NWzJ9&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjY0MzAyOTAwODc0MTQxMzUxOQ%3D%3D.2-ccb7-5&oh=00_AfCiF_YiCT3FrwaBcFnFzDMJMngelq9Aag1KHm9RydXuFA&oe=645551C7&_nc_sid=6136e7,3,19,"Mummy's boy!
#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld",0,2021,8
1,https://instagram.fsin14-1.fna.fbcdn.net/v/t51.2885-15/257428548_1299055120508209_3075507637683903222_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fsin14-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=t37zlPSyfcgAX-wWRIY&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjcwODkzMzgxNjgzMDY5MTc1NA%3D%3D.2-ccb7-5&oh=00_AfCgvruy7aLhgwVr936nBKygW9Q1vW6Ooh4xVqL6hFEs3Q&oe=645514D3&_nc_sid=6136e7,0,19,"Welcome Buttercup! I love bringing her along everywhere.
#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld",0,2021,11
1,https://instagram.fsin14-1.fna.fbcdn.net/v/t51.2885-15/209558678_930402241151246_6157691220232728106_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.fsin14-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=bBQ7nGVB-RQAX_bcSYN&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjYwOTcyMjExNzI5MjI2MDIwMg%3D%3D.2-ccb7-5&oh=00_AfBCM6KfyDgRKezEr8UqbEBqbxCO6H35PU2SzgBryuWi0w&oe=645631C4&_nc_sid=6136e7,0,19,"Archie is now delivering beer to your doorstep.
@sauravsahu25 @sauravsahusg @sujatha.sureshkumar",0,2021,7
1,https://instagram.fsin14-1.fna.fbcdn.net/v/t51.2885-15/190638522_147565520690205_7628164002500712482_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fsin14-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=SqplUZ7Ro3kAX_KeVEF&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjU4MTE1MDkzMjQzNzA0Nzg3OQ%3D%3D.2-ccb7-5&oh=00_AfCT8Dcl482mO0yt9hO3cQ7SEjoDOrukg91EwEX1W3U_Gg&oe=645683A1&_nc_sid=6136e7,6,18,Its 9 years of my pawrents happily married together. There were many ups and downs and they choose to stick to each other. Happy wedding anniversary Papa and Mama. Love you loads. @sauravsahu25 @sauravsahusg @sujatha.sureshkumar,0,2021,5
1,https://instagram.fsin14-1.fna.fbcdn.net/v/t51.2885-15/238523098_373736244317415_7064071527071452433_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fsin14-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=Df1BdYKukA0AX_Y4Wd6&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjY0MzAzMzYyOTk1ODM3NTQyMw%3D%3D.2-ccb7-5&oh=00_AfA5rSXy7bTaR23cY7V-j0wwQQiGk-BSNRIqI1Mxu9Yx4w&oe=6454CAE8&_nc_sid=6136e7,4,18,"Learning to sit like a hooman.
#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld",0,2021,8
8,,3,18,"Friendship Goals.
#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld",0,2021,8
1,https://instagram.fsin14-1.fna.fbcdn.net/v/t51.2885-15/298483001_1089501268665433_1463086555979801620_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fsin14-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=sztQCC-2nRMAX-YBZF5&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjkwMzAxMTg1NTA4NzU1NDg0OQ%3D%3D.2-ccb7-5&oh=00_AfDdiI8UieyE0kObGz_xXHhxZ4fzdgITBUeEOrS5c0TlUQ&oe=6455CBF7&_nc_sid=6136e7,2,18,"Touch your nose with your tongue challenge! 😀 @sujatha.sureshkumar
@sauravsahu25 @sauravsahusg #Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld_feature",0,2022,8
8,,2,18,"We have started our round island PCN route today with Archie the traveller! @sauravsahu25 @sauravsahusg @sujatha.sureshkumar 
#rowersbaypark #nppark #singapore #dogstagram #DogOfTheDay #doggystyles #happiness #love #traveller",0,2022,2
1,https://instagram.fsin14-2.fna.fbcdn.net/v/t51.2885-15/273144707_520479602610056_7000401271776401791_n.webp?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.fsin14-2.fna.fbcdn.net&_nc_cat=108&_nc_ohc=tqAowZXNgOkAX86h0Gi&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjc2MzcxMTczMTMwODg1MzIyNw%3D%3D.2-ccb7-5&oh=00_AfA8_iPGqSCK1rJ-99VqeGLrOSDD9QaZD63BPoBjIApcRw&oe=6456474B&_nc_sid=6136e7,2,18,"It is a future together! @sujatha.sureshkumar
@sauravsahu25 @sauravsahusg #Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld_feature",0,2022,2
1,https://instagram.fsin14-1.fna.fbcdn.net/v/t51.2885-15/217411493_316165956725321_5442405507871255809_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fsin14-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=EoGg8DrVEYQAX9wsfLP&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjYxNzYzMzYwOTA2ODkwOTAzOQ%3D%3D.2-ccb7-5&oh=00_AfCoT6QVH9p1p-EX4IsXv5y0iH2l_cVTTUVlyoOTH6rMyw&oe=64559307&_nc_sid=6136e7,0,18,"I am going to take control of Barney the Ropawt if i dont get treat now.
@sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld",0,2021,7
1,https://instagram.fsin14-1.fna.fbcdn.net/v/t51.2885-15/242585187_385200636569653_6618737769594358591_n.jpg?se=7&stp=dst-jpg_e35&_nc_ht=instagram.fsin14-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=OtsHc-N6XIEAX9t9843&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjY2OTg2ODUxNTc2MzQyNTc2Mw%3D%3D.2-ccb7-5&oh=00_AfD3Xu8FFRuLEN-TubSabhTKTpSfFC2rP-BTaxyv1I45wQ&oe=64557643&_nc_sid=6136e7,4,17,"TGIF happy hours!
#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld #happyhour #beerstagram",0,2021,9
1,https://instagram.fsin14-2.fna.fbcdn.net/v/t51.2885-15/319088052_837194347555579_3199245869832140570_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.fsin14-2.fna.fbcdn.net&_nc_cat=107&_nc_ohc=smZdMkwTyosAX807Wvs&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk5MDYxNDkwMTU1NjAyMTk5MA%3D%3D.2-ccb7-5&oh=00_AfDNS98fReGwOQN52vgY2BAnUpyq5mZtM0GVS5gpqo456Q&oe=6455BCA6&_nc_sid=6136e7,2,17,"Oh the beautiful sunset!
@gardensbythebay @marinabaysands @activesg.kallang @leisureparkkallangsg #gardensbythebay #singaporeindoorstadium #marinabarrage 
@sujatha.sureshkumar
@sauravsahu25 @sauravsahusg #Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld_feature",0,2022,12
1,https://instagram.fsin14-2.fna.fbcdn.net/v/t51.2885-15/273014428_746440022992544_585976755777050185_n.webp?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fsin14-2.fna.fbcdn.net&_nc_cat=108&_nc_ohc=vrSqrij-P_MAX-Jpz5R&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjc2MzY3NTkzODIwOTAxMzkzOA%3D%3D.2-ccb7-5&oh=00_AfDTofcxq2FTMWfrbB3UTy6uTjIX-4b7sQC_-rUkO5sf6w&oe=6454C43B&_nc_sid=6136e7,2,17,"""It`s not the Ferrari that makes the driver, It`s the driver who make ferrari."" - Krishna Timbadiya 
 @sujatha.sureshkumar @sauravsahu25 @sauravsahusg
#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld_feature",0,2022,2
1,https://instagram.fsin14-2.fna.fbcdn.net/v/t51.2885-15/277854152_779828113182803_2662080541048607753_n.webp?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fsin14-2.fna.fbcdn.net&_nc_cat=111&_nc_ohc=ngpj_HY8NEgAX-W09UH&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjgwNzkzNDk2NzEwNTc3NjA4Mg%3D%3D.2-ccb7-5&oh=00_AfD0PYuVEakdG-KYr_V4VZTRGV9D3gsuW9CvO64cMJDTtw&oe=6456B756&_nc_sid=6136e7,1,17,Don't run yet! I haven't smell you yet dinoeggy.,0,2022,4
1,https://instagram.fsin14-1.fna.fbcdn.net/v/t51.2885-15/162057630_911850736240275_4744583831667905050_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fsin14-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=6Rt7bv1vEcIAX90fp0t&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjUzMzU0NzAyNzY1NDM0NTgzNQ%3D%3D.2-ccb7-5&oh=00_AfCNn-0veuBH9W5YjPaU4vxyMp_YR08-4XgUYNNRDEVZjQ&oe=6455A459&_nc_sid=6136e7,1,17,Funshine Archie! Somethings just fill your heart without trying just like a treat in hand. @sujatha.sureshkumar @sauravsahu25 @sauravsahusg,0,2021,3
2,https://instagram.fsin14-2.fna.fbcdn.net/v/t51.2885-15/210419596_830703054318012_4996349578250573896_n.jpg?stp=dst-jpg_e35_s360x360&_nc_ht=instagram.fsin14-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=i7iNzm3A84UAX8AgikS&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjYwOTc0MDgzNDIyMTIxNTM4Ng%3D%3D.2-ccb7-5&oh=00_AfABlDJujAu0lFW51SdDNH3NtjyPqbYAHb6Zt6XZnNpOwQ&oe=64553802&_nc_sid=6136e7,0,17,"Archie's preferred choice of Beer!
@sauravsahu25 @sauravsahusg @sujatha.sureshkumar @erdingersg @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld",50,2021,7
